,xAxisValues (Unix timestamp),Cross border electricity trading (MW),Nuclear (MW),Hydro Run-of-River (MW),Hydro water reservoir (MW),Hydro pumped storage (MW),Wind onshore (MW),Solar (MW),Load (MW),Residual load (MW),Renewable share of generation (%),Renewable share of load (%),Day Ahead Auction (EUR/MWh)
14,2023-01-01 13:00:00,991.2,2962.1,1745.0,329.8,97.9,46.5,611.1,6951.7,6294.1,47.2,39.3,3.06
15,2023-01-01 14:00:00,-256.5,2960.7,1733.6,352.8,72.0,45.6,283.4,6948.9,6620.0,44.3,34.8,9.53
16,2023-01-01 15:00:00,-801.1,2962.4,1862.1,418.8,509.8,46.3,33.3,6966.1,6886.5,40.5,33.9,19.95
17,2023-01-01 16:00:00,-937.7,2963.7,1874.5,378.3,901.4,46.9,0.0,6696.2,6649.3,37.3,34.3,30.46
18,2023-01-01 17:00:00,-1329.5,2965.2,1854.4,536.9,1128.7,52.8,0.0,7675.2,7622.5,37.4,31.8,34.39
19,2023-01-01 18:00:00,-1432.9,2967.4,1843.6,593.6,1105.0,53.8,0.0,7460.0,7406.2,38.0,33.4,35.15
20,2023-01-01 19:00:00,-1213.9,2971.4,1885.7,363.1,876.7,56.0,0.0,7151.1,7095.1,37.5,32.2,29.57
21,2023-01-01 20:00:00,-522.3,2980.3,1661.3,203.4,481.4,50.6,0.0,7408.2,7357.6,35.6,25.9,24.92
22,2023-01-01 21:00:00,-342.5,2978.3,1650.5,216.4,454.2,46.1,0.0,7497.3,7451.3,35.8,25.5,20.72
23,2023-01-01 22:00:00,-466.9,2978.3,1644.6,241.6,489.2,45.9,0.0,6775.1,6729.1,35.8,28.5,13.46
24,2023-01-01 23:00:00,1418.1,2977.2,1633.8,248.0,161.0,52.5,0.0,6905.5,6853.0,38.1,28.0,40.37
25,2023-01-02 00:00:00,1867.1,2979.2,1647.8,202.7,92.7,51.9,0.0,7264.9,7213.0,38.2,26.2,29.23
26,2023-01-02 01:00:00,1951.0,2979.9,1632.2,195.9,75.6,53.5,0.0,7265.9,7212.4,38.1,25.9,22.28
27,2023-01-02 02:00:00,2356.5,2982.8,1586.3,211.9,75.4,46.3,0.0,7266.4,7220.1,37.6,25.4,14.17
28,2023-01-02 03:00:00,2264.8,2981.4,1605.3,177.0,78.3,44.9,0.0,7266.3,7221.5,37.4,25.1,24.94
29,2023-01-02 04:00:00,1539.8,2980.4,1615.3,326.1,86.2,49.2,0.0,7264.1,7214.9,39.4,27.4,48.84
30,2023-01-02 05:00:00,528.4,2978.6,1681.0,371.7,221.9,49.0,0.0,7263.3,7214.3,39.6,28.9,74.52
31,2023-01-02 06:00:00,139.6,2980.9,1717.8,352.1,326.7,45.5,0.0,7325.5,7280.0,39.0,28.9,112.32
32,2023-01-02 07:00:00,-580.3,2983.6,1784.2,290.5,694.2,45.2,0.0,7318.1,7272.8,36.6,29.0,123.03
33,2023-01-02 08:00:00,-254.0,2981.5,1749.6,260.4,669.6,46.3,36.9,7461.2,7378.0,36.4,28.1,125.92
34,2023-01-02 09:00:00,-208.5,2980.8,1779.2,288.7,600.3,37.3,210.9,7525.1,7276.8,39.3,30.8,127.31
35,2023-01-02 10:00:00,-366.2,2979.6,1719.6,253.0,553.4,32.4,753.1,7387.4,6602.0,43.8,37.3,125.47
36,2023-01-02 11:00:00,-27.3,2975.2,1753.8,226.8,436.2,35.1,858.8,7352.5,6458.6,45.7,39.1,129.43
37,2023-01-02 12:00:00,-48.0,2971.1,1729.2,246.1,284.8,46.4,906.7,7405.1,6452.0,47.4,39.5,120.34
38,2023-01-02 13:00:00,-137.5,2967.4,1718.4,287.9,239.3,44.8,230.2,7384.3,7109.4,41.6,30.9,132.27
39,2023-01-02 14:00:00,-1461.3,2964.7,1709.2,405.4,883.2,45.6,62.0,7353.9,7246.4,36.6,30.2,136.2
40,2023-01-02 15:00:00,-993.7,2963.8,1856.1,346.6,945.0,47.9,3.5,7322.3,7270.9,36.6,30.8,145.91
41,2023-01-02 16:00:00,-1727.8,2965.2,2163.0,777.7,1395.4,49.0,0.0,7613.0,7564.0,40.7,39.3,153.85
42,2023-01-02 17:00:00,-1808.2,2965.5,2057.2,1003.4,1431.4,31.1,0.0,7910.3,7879.2,41.3,39.1,161.43
43,2023-01-02 18:00:00,-1620.2,2968.9,2042.4,569.8,1325.5,17.8,0.0,7481.6,7463.9,38.0,35.2,154.75
44,2023-01-02 19:00:00,-1234.7,2967.9,2022.3,303.1,1109.3,20.3,0.0,7246.7,7226.4,36.5,32.4,148.62
45,2023-01-02 20:00:00,-525.7,2970.7,1760.4,327.1,722.6,11.6,0.0,7569.5,7557.9,36.2,27.7,134.97
46,2023-01-02 21:00:00,-282.8,2980.8,1724.6,281.7,590.5,9.8,0.0,7098.6,7088.7,36.1,28.4,121.01
47,2023-01-02 22:00:00,91.7,2981.8,1748.2,141.5,408.0,7.9,0.0,7304.5,7296.6,35.9,26.0,112.1
48,2023-01-02 23:00:00,928.3,2984.5,1491.9,151.1,191.4,5.5,0.0,7279.2,7273.8,34.2,22.6,119.17
49,2023-01-03 00:00:00,754.2,2984.0,1474.6,210.2,194.7,1.7000000000000002,0.0,7370.1,7368.3,34.7,22.9,113.38
50,2023-01-03 01:00:00,742.7,2984.0,1482.3,102.7,207.3,1.4,0.0,7370.3,7368.9,33.2,21.5,108.94
51,2023-01-03 02:00:00,940.6,2975.1,1471.8,91.4,193.8,0.6000000000000001,0.0,7329.8,7329.2,33.0,21.3,101.05
52,2023-01-03 03:00:00,1218.8,2977.4,1434.6,89.0,151.5,0.2,0.0,7328.9,7328.8,32.8,20.8,105.86
53,2023-01-03 04:00:00,1396.7,2975.3,1438.8,131.8,189.0,0.2,0.0,7369.6,7369.4,33.2,21.3,119.07
54,2023-01-03 05:00:00,375.7,2974.3,1490.7,149.9,615.9,0.2,0.0,6805.5,6805.3,31.4,24.1,156.05
55,2023-01-03 06:00:00,-779.5,2974.8,1503.0,232.4,1258.4,0.2,0.0,7774.4,7774.2,29.1,22.3,183.96
56,2023-01-03 07:00:00,-1128.0,2973.2,1656.2,610.4,1558.6,0.0,0.0,7485.6,7485.6,33.3,30.3,185.2
57,2023-01-03 08:00:00,-1079.5,2977.4,1677.8,891.2,1526.3,0.0,12.9,7535.0,7522.0,36.4,34.3,186.56
58,2023-01-03 09:00:00,-291.0,2977.9,1730.4,493.3,1263.6,0.0,29.9,7749.4,7719.4,34.7,29.1,184.08
59,2023-01-03 10:00:00,80.8,2974.0,1562.3,253.4,1144.0,0.0,31.1,7891.6,7860.5,31.0,23.4,179.02
60,2023-01-03 11:00:00,-338.1,2806.8,1576.3,666.1,1270.7,0.2,119.8,7834.8,7714.8,36.7,30.2,171.42
61,2023-01-03 12:00:00,-439.1,2972.9,1642.2,519.0,1341.5,0.9,251.9,7614.2,7361.4,35.9,31.7,167.95
62,2023-01-03 13:00:00,-866.0,2974.0,1648.2,703.2,1431.2,2.5,216.2,7468.5,7249.8,36.8,34.4,170.04
63,2023-01-03 14:00:00,-1211.6,2971.5,1610.9,955.9,1409.1,3.4,128.6,7858.3,7726.3,38.1,34.3,171.8
64,2023-01-03 15:00:00,-1074.1,2972.3,1734.4,1127.4,1287.9,3.9,7.0,7738.4,7727.5,40.3,37.1,172.47
65,2023-01-03 16:00:00,-1074.5,2971.0,2021.5,1234.9,1286.2,4.1,0.0,8033.1,8029.0,43.4,40.6,186.24
66,2023-01-03 17:00:00,-1734.4,2974.8,2049.0,1327.7,1507.0,3.2,0.0,7927.4,7924.2,43.0,42.6,180.86
67,2023-01-03 18:00:00,-883.9,2975.8,1959.7,953.8,1062.8,2.8,0.0,7679.2,7676.4,41.9,38.0,171.49
68,2023-01-03 19:00:00,1034.7,2977.3,1704.6,220.2,576.7,1.6,0.0,7752.2,7750.6,35.2,24.9,158.72
69,2023-01-03 20:00:00,1431.1,2978.6,1533.7,143.7,320.5,2.4,0.0,7252.7,7250.2,33.7,23.2,147.74
70,2023-01-03 21:00:00,1694.1,2979.8,1502.3,222.9,180.4,4.0,0.0,7763.1,7759.2,35.4,22.3,141.58
71,2023-01-03 22:00:00,2140.3,2982.3,1507.1,156.4,110.9,6.3,0.0,7353.0,7346.7,35.1,22.7,113.49
72,2023-01-03 23:00:00,2385.1,2981.2,1593.5,111.0,93.6,9.5,0.0,7752.6,7743.1,35.8,22.1,121.55
73,2023-01-04 00:00:00,2810.9,2981.0,1635.3,91.5,75.6,11.9,0.0,6710.2,6698.3,36.3,25.9,104.19
74,2023-01-04 01:00:00,2970.6,2984.8,1561.1,102.5,92.2,16.5,0.0,6822.9,6806.5,35.3,24.6,88.65
75,2023-01-04 02:00:00,3237.6,2989.9,1505.4,80.8,62.8,18.9,0.0,7700.6,7681.7,34.5,20.8,84.82
76,2023-01-04 03:00:00,3075.3,2982.4,1564.7,71.8,71.9,20.8,0.0,7749.7,7728.9,35.2,21.4,83.95
77,2023-01-04 04:00:00,2823.3,2981.9,1556.3,101.3,89.8,24.8,0.0,6935.1,6910.3,35.4,24.3,111.52
78,2023-01-04 05:00:00,1822.2,2980.6,1638.6,265.5,220.8,29.7,0.0,7748.7,7719.0,37.7,25.0,128.92
79,2023-01-04 06:00:00,1140.6,2980.6,1513.4,439.0,344.3,35.2,0.0,7100.3,7065.1,37.4,28.0,147.38
80,2023-01-04 07:00:00,590.1,2981.5,1729.8,733.7,567.3,43.9,1.8,8240.2,8194.5,41.4,30.5,154.3
81,2023-01-04 08:00:00,325.8,2982.7,1706.2,842.3,638.1,42.2,92.4,8526.3,8391.7,42.6,31.5,158.76
82,2023-01-04 09:00:00,719.1,2980.5,1726.0,571.2,504.9,39.9,173.5,8554.8,8341.3,41.9,29.3,153.82
83,2023-01-04 10:00:00,1266.5,2979.2,1736.0,349.4,448.8,36.2,224.4,8542.5,8281.9,40.6,27.5,151.4
84,2023-01-04 11:00:00,1130.7,2978.5,1414.2,428.8,484.6,32.8,209.3,8382.8,8140.6,37.6,24.9,155.46
85,2023-01-04 12:00:00,1443.7,2982.5,1369.2,269.7,439.4,30.5,278.2,7808.1,7499.5,36.3,24.9,153.47
86,2023-01-04 13:00:00,1076.0,2980.5,1373.6,291.6,517.4,37.5,150.2,7748.2,7560.5,34.6,23.9,156.53
87,2023-01-04 14:00:00,1492.9,2974.8,1467.8,416.8,462.5,39.5,80.8,8011.9,7891.6,36.8,25.0,152.6
88,2023-01-04 15:00:00,890.7,2973.8,1763.6,574.2,503.8,41.2,7.1,7917.0,7868.7,40.7,30.1,154.18
89,2023-01-04 16:00:00,692.6,2974.2,1817.3,703.1,687.0,42.1,0.0,7415.2,7373.0,41.2,34.6,152.6
90,2023-01-04 17:00:00,-52.7,2972.0,1802.2,951.7,958.2,43.6,0.0,8258.1,8214.5,41.6,33.9,157.59
91,2023-01-04 18:00:00,433.8,2972.8,1649.3,418.1,713.4,44.5,0.0,7559.1,7514.7,36.4,27.9,155.0
92,2023-01-04 19:00:00,1545.9,2972.5,1785.4,120.7,342.8,40.5,0.0,7951.8,7911.3,37.0,24.5,149.07
93,2023-01-04 20:00:00,1610.0,2972.7,1531.7,128.4,328.7,40.7,0.0,7263.8,7223.1,34.0,23.4,148.57
94,2023-01-04 21:00:00,1711.1,2973.1,1521.4,123.9,306.3,38.8,0.0,7449.2,7410.4,33.9,22.6,144.52
95,2023-01-04 22:00:00,1937.0,2968.9,1549.1,272.5,156.8,39.2,0.0,7370.1,7330.9,37.3,25.2,124.96
96,2023-01-04 23:00:00,2756.0,2967.5,1579.1,222.1,124.9,40.9,0.0,7596.9,7556.0,37.3,24.2,110.55
97,2023-01-05 00:00:00,2700.6,2969.6,1548.5,182.3,42.5,42.9,0.0,7316.7,7273.8,37.1,24.2,111.24
98,2023-01-05 01:00:00,3029.0,2971.6,1554.7,152.7,34.5,44.7,0.0,7102.0,7057.3,36.8,24.7,110.04
99,2023-01-05 02:00:00,3128.0,2970.4,1529.3,107.6,34.4,44.3,0.0,7420.5,7376.2,35.9,22.7,109.41
100,2023-01-05 03:00:00,3010.0,2968.4,1547.1,164.4,62.3,44.9,0.0,7525.7,7480.8,36.7,23.3,108.78
101,2023-01-05 04:00:00,2802.0,2967.1,1586.9,134.0,72.7,46.2,0.0,7567.0,7520.8,36.8,23.4,112.11
102,2023-01-05 05:00:00,2657.8,2967.7,1666.5,219.9,155.9,42.6,0.0,7188.5,7145.8,38.2,26.8,121.98
103,2023-01-05 06:00:00,1904.1,2967.3,1978.4,261.2,355.3,44.3,0.0,8511.4,8467.1,40.7,26.8,129.95
104,2023-01-05 07:00:00,1369.1,2965.7,2019.2,267.1,681.1,44.7,0.0,8741.5,8696.8,39.0,26.7,142.56
105,2023-01-05 08:00:00,1372.3,2966.7,2036.7,314.3,748.9,32.6,7.0,8571.1,8531.5,39.1,27.9,146.72
106,2023-01-05 09:00:00,1258.0,2966.8,1874.3,235.1,839.7,21.7,45.6,8993.1,8925.8,36.4,24.2,143.07
107,2023-01-05 10:00:00,761.3,2965.7,1899.5,268.6,1076.4,19.1,150.2,8690.7,8521.4,36.6,26.9,145.88
108,2023-01-05 11:00:00,1400.7,2966.1,1692.5,320.3,597.8,16.0,568.4,8696.1,8111.6,42.2,29.9,146.54
109,2023-01-05 12:00:00,1947.6,2961.7,1677.3,295.9,396.6,10.2,539.9,8588.0,8037.9,42.9,29.4,146.57
110,2023-01-05 13:00:00,1561.9,2963.7,1484.7,342.4,485.6,10.4,343.6,8291.9,7937.9,38.7,26.3,154.18
111,2023-01-05 14:00:00,468.1,2965.8,1472.6,558.2,785.7,8.3,221.4,7807.6,7577.9,37.6,29.0,156.39
112,2023-01-05 15:00:00,-685.8,2965.8,1713.8,789.4,1192.4,5.0,45.6,7988.1,7937.5,38.0,32.0,159.96
113,2023-01-05 16:00:00,-2233.5,2966.3,1841.3,1924.4,1702.9,4.5,0.0,8250.4,8245.9,44.7,45.7,177.53
114,2023-01-05 17:00:00,-1989.3,2966.2,1776.4,1787.5,1665.2,2.6,0.0,8332.3,8329.7,43.5,42.8,180.1
115,2023-01-05 18:00:00,541.1,2968.8,1762.8,584.1,657.4,3.9,0.0,8167.4,8163.5,39.3,28.8,174.24
116,2023-01-05 19:00:00,1273.6,2972.1,1455.2,361.4,415.7,9.8,0.0,7766.3,7756.5,35.0,23.5,166.48
117,2023-01-05 20:00:00,1359.0,2974.4,1439.4,235.1,300.8,8.1,0.0,7469.0,7460.9,33.9,22.5,153.62
118,2023-01-05 21:00:00,1782.0,2975.9,1383.0,230.6,183.5,7.0,0.0,7359.2,7352.2,33.9,22.0,143.3
119,2023-01-05 22:00:00,2502.7,2977.7,1350.4,414.3,84.8,4.8,0.0,8051.3,8046.5,36.6,22.0,125.23
120,2023-01-05 23:00:00,2144.7,2978.8,1560.5,326.6,135.2,4.7,0.0,7333.2,7328.5,37.8,25.8,110.86
121,2023-01-06 00:00:00,2226.0,2980.0,1518.3,266.6,77.4,4.8,0.0,7277.9,7273.1,36.9,24.6,105.48
122,2023-01-06 01:00:00,2434.0,2980.3,1516.2,288.9,66.9,5.5,0.0,7246.0,7240.6,37.3,25.0,103.74
123,2023-01-06 02:00:00,2593.0,2980.3,1501.1,227.7,92.6,4.6,0.0,7162.3,7157.7,36.1,24.2,102.78
124,2023-01-06 03:00:00,2592.0,2980.5,1515.1,228.8,85.8,5.6,0.0,6995.6,6990.0,36.3,25.0,102.25
125,2023-01-06 04:00:00,2436.0,2981.4,1525.0,304.3,151.2,7.0,0.0,7398.8,7391.8,37.0,24.8,106.81
126,2023-01-06 05:00:00,2150.4,2979.8,1545.3,219.3,275.9,6.3,0.0,7407.9,7401.6,35.2,23.9,115.53
127,2023-01-06 06:00:00,1772.5,2979.5,1582.9,294.1,502.5,4.7,0.0,7484.0,7479.3,35.1,25.1,141.33
128,2023-01-06 07:00:00,1350.4,2979.1,1925.9,539.8,695.3,5.1,0.0,7938.3,7933.2,40.2,31.1,141.17
129,2023-01-06 08:00:00,1214.2,2979.3,1891.3,567.6,674.4,7.5,9.3,8313.7,8296.9,40.4,29.8,141.65
130,2023-01-06 09:00:00,1170.4,2980.5,1771.6,347.8,618.3,6.2,74.8,8246.6,8165.6,37.9,26.7,140.49
131,2023-01-06 10:00:00,1246.2,2979.8,1758.4,391.9,706.7,6.2,120.4,8186.2,8059.6,38.2,27.8,142.56
132,2023-01-06 11:00:00,1721.3,2978.7,1509.9,291.8,516.0,6.3,118.6,7804.4,7679.5,35.5,24.7,135.31
133,2023-01-06 12:00:00,2129.3,2976.0,1504.6,356.3,320.6,6.4,122.2,8045.7,7917.0,37.6,24.7,119.88
134,2023-01-06 13:00:00,1094.9,2975.8,1328.4,433.4,791.5,5.7,91.8,7788.8,7691.3,33.0,23.9,126.22
135,2023-01-06 14:00:00,779.3,2978.4,1338.7,484.5,830.4,2.8,34.6,7420.3,7382.9,32.8,25.1,137.55
136,2023-01-06 15:00:00,1007.6,2978.3,1802.0,401.9,740.8,1.9,3.0,7583.1,7578.2,37.3,29.1,147.99
137,2023-01-06 16:00:00,-126.4,2978.0,1836.0,963.0,1335.3,0.8,0.0,7755.7,7754.9,39.4,36.1,154.93
138,2023-01-06 17:00:00,-357.8,2978.7,1815.3,1332.8,1226.8,1.3,0.0,7832.7,7831.3,42.8,40.2,163.22
139,2023-01-06 18:00:00,625.2,2978.2,1808.5,818.2,765.7,0.6000000000000001,0.0,7538.9,7538.3,41.2,34.9,159.89
140,2023-01-06 19:00:00,1127.7,2979.7,1496.3,525.8,405.9,0.7000000000000001,0.0,7440.2,7439.5,37.4,27.2,150.62
141,2023-01-06 20:00:00,1718.8,2979.9,1280.7,167.2,384.3,2.1,0.0,7591.5,7589.4,30.1,19.1,140.75
142,2023-01-06 21:00:00,1692.0,2980.8,1288.8,176.8,359.3,4.9,0.0,7211.6,7206.7,30.6,20.4,139.19
143,2023-01-06 22:00:00,1614.7,2982.6,1513.9,142.5,367.8,7.1,0.0,7605.4,7598.4,33.2,21.9,126.7
144,2023-01-06 23:00:00,2102.0,2981.5,1479.4,72.5,228.4,14.2,0.0,7732.0,7717.8,32.8,20.3,142.68
145,2023-01-07 00:00:00,2566.5,2981.4,1414.0,104.7,108.6,17.7,0.0,7629.4,7611.7,33.2,20.1,126.98
146,2023-01-07 01:00:00,2850.1,2982.8,1394.6,137.9,99.0,14.0,0.0,7823.8,7809.8,33.4,19.8,121.05
147,2023-01-07 02:00:00,2944.9,2981.2,1366.6,88.1,89.5,11.4,0.0,6925.3,6913.8,32.3,21.2,119.9
148,2023-01-07 03:00:00,2912.0,2982.8,1454.2,67.9,100.4,16.3,0.0,6761.8,6745.5,33.3,22.8,114.69
149,2023-01-07 04:00:00,2451.1,2980.9,1443.4,93.7,81.9,21.8,0.0,7184.4,7162.7,33.7,21.7,128.23
150,2023-01-07 05:00:00,1262.6,2982.1,1456.0,190.2,173.2,16.0,0.0,7330.4,7314.4,34.5,22.7,132.99
151,2023-01-07 06:00:00,657.4,2982.9,1490.3,278.9,388.5,29.0,0.0,7189.7,7160.6,34.8,25.0,150.11
152,2023-01-07 07:00:00,807.0,2983.0,1463.1,423.5,386.7,39.7,0.0,7236.5,7196.8,36.4,26.6,152.26
153,2023-01-07 08:00:00,1678.6,2984.5,1459.4,323.0,330.8,48.6,14.6,7441.0,7377.8,35.8,24.8,140.89
154,2023-01-07 09:00:00,1774.0,2983.0,1454.8,152.7,189.9,52.9,210.4,7399.2,7135.9,37.1,25.3,151.29
155,2023-01-07 10:00:00,1715.0,2981.2,1438.8,107.3,189.8,60.5,337.6,7559.4,7161.2,38.0,25.7,151.09
156,2023-01-07 11:00:00,1029.4,2983.7,1478.6,178.8,245.7,54.1,882.2,7508.8,6572.5,44.5,34.5,157.01
157,2023-01-07 12:00:00,1091.0,2979.3,1455.0,194.4,184.5,33.5,895.6,7359.1,6429.9,44.9,35.0,155.08
158,2023-01-07 13:00:00,1053.6,2979.0,1447.8,156.9,254.8,24.7,612.3,7414.5,6777.5,40.9,30.2,159.93
159,2023-01-07 14:00:00,-497.0,2977.0,1457.0,617.4,636.6,31.3,374.0,7398.9,6993.6,40.7,33.5,155.08
160,2023-01-07 15:00:00,93.3,2977.6,1448.0,512.6,660.3,26.9,39.9,7379.7,7313.0,35.8,27.5,160.0
161,2023-01-07 16:00:00,16.6,2976.4,1456.6,847.5,857.0,32.3,0.0,7556.2,7523.9,37.9,30.9,163.18
162,2023-01-07 17:00:00,315.9,2980.2,1453.6,985.2,724.0,35.1,0.0,7600.9,7565.8,40.0,32.5,164.42
163,2023-01-07 18:00:00,658.3,2982.6,1463.9,826.5,612.3,42.9,0.0,7245.0,7202.2,39.4,32.2,164.23
164,2023-01-07 19:00:00,912.7,2980.3,1439.8,727.1,452.8,43.8,0.0,7490.6,7446.8,39.2,29.5,159.13
165,2023-01-07 20:00:00,1031.7,2983.0,1400.2,540.7,311.8,51.7,0.0,7202.7,7151.0,37.7,27.7,154.29
166,2023-01-07 21:00:00,895.0,2985.0,1384.8,600.2,331.0,47.4,0.0,7226.5,7179.1,38.0,28.1,156.36
167,2023-01-07 22:00:00,1981.0,2987.2,1383.2,230.3,195.0,52.8,0.0,6639.0,6586.2,34.4,25.1,151.06
168,2023-01-07 23:00:00,1694.0,2987.8,1381.2,144.6,232.1,58.8,0.0,6991.7,6932.8,33.0,22.7,141.59
169,2023-01-08 00:00:00,2177.0,2987.8,1385.8,72.6,121.6,59.2,0.0,6868.6,6809.4,32.8,22.1,127.4
170,2023-01-08 01:00:00,2528.0,2989.2,1374.0,202.8,118.6,55.4,0.0,7227.7,7172.3,34.4,22.6,113.94
171,2023-01-08 02:00:00,2779.0,2990.0,1370.2,203.6,107.1,53.5,0.0,7285.5,7232.0,34.4,22.3,114.05
172,2023-01-08 03:00:00,2872.3,2990.1,1381.0,121.2,103.2,57.4,0.0,7348.0,7290.6,33.5,21.2,110.0
173,2023-01-08 04:00:00,2771.9,2987.9,1370.6,120.8,101.5,56.9,0.0,7186.3,7129.4,33.4,21.5,113.74
174,2023-01-08 05:00:00,2590.4,2987.2,1378.4,137.5,90.1,59.4,0.0,7135.5,7076.1,33.9,22.1,118.62
175,2023-01-08 06:00:00,2393.0,2986.9,1403.6,123.9,80.3,54.6,0.0,8164.6,8110.0,34.0,19.4,125.45
176,2023-01-08 07:00:00,2288.6,2986.7,1387.4,137.9,149.1,52.1,0.0,7208.7,7156.6,33.5,21.9,125.49
177,2023-01-08 08:00:00,2176.0,2985.5,1403.0,100.7,217.3,34.6,0.0,7218.2,7183.6,32.4,21.3,143.95
178,2023-01-08 09:00:00,2427.0,2985.7,1405.8,98.7,105.2,32.1,22.3,8599.2,8544.9,33.5,18.1,142.5
179,2023-01-08 10:00:00,2062.7,2984.7,1377.6,91.6,323.8,34.4,86.5,7453.1,7332.2,32.5,21.3,141.96
180,2023-01-08 11:00:00,2216.5,2983.7,1385.4,87.0,400.4,33.7,50.9,7807.7,7723.2,31.5,19.9,141.14
181,2023-01-08 12:00:00,3360.9,2982.4,1347.9,54.8,96.6,30.7,82.4,7789.8,7676.7,33.0,19.5,127.44
182,2023-01-08 13:00:00,2426.2,2981.2,1356.7,197.5,350.8,34.2,57.3,6755.2,6663.7,33.1,24.4,126.62
183,2023-01-08 14:00:00,1664.1,2981.0,1396.4,290.4,403.8,31.1,9.4,6734.2,6693.7,33.8,25.7,133.98
184,2023-01-08 15:00:00,730.0,2980.0,1415.6,641.6,637.7,20.4,0.6000000000000001,7730.5,7709.5,36.5,26.9,146.08
185,2023-01-08 16:00:00,-123.9,2980.2,1404.0,874.0,1043.6,23.6,0.0,7489.2,7465.7,36.4,30.7,158.2
186,2023-01-08 17:00:00,677.2,2980.3,1434.6,821.5,734.2,24.1,0.0,7147.5,7123.4,38.0,31.9,156.0
187,2023-01-08 18:00:00,1520.3,2980.8,1460.6,380.9,316.5,24.9,0.0,7483.6,7458.7,36.1,24.9,155.2
188,2023-01-08 19:00:00,1489.3,2980.9,1455.8,394.7,230.6,25.5,0.0,7660.6,7635.1,36.9,24.5,141.33
189,2023-01-08 20:00:00,1300.5,2981.5,1429.6,291.5,388.9,35.8,0.0,6869.9,6834.1,34.3,25.6,143.66
190,2023-01-08 21:00:00,2315.9,2981.2,1443.2,137.6,131.8,39.1,0.0,7405.8,7366.7,34.2,21.9,131.8
191,2023-01-08 22:00:00,2931.4,2982.0,1465.9,147.2,74.1,49.7,0.0,7144.2,7094.5,35.2,23.3,113.3
192,2023-01-08 23:00:00,3505.7,2981.9,1465.0,171.4,51.9,41.4,0.0,7174.3,7132.9,35.6,23.4,96.03
193,2023-01-09 00:00:00,3359.8,2981.0,1479.1,180.3,49.2,32.7,0.0,7140.0,7107.4,35.8,23.7,77.52
194,2023-01-09 01:00:00,3435.2,2981.7,1511.8,177.3,49.8,44.7,0.0,7532.4,7487.7,36.4,23.0,55.08
195,2023-01-09 02:00:00,3349.6,2979.9,1492.6,166.3,49.1,47.4,0.0,7552.2,7504.8,36.0,22.6,45.51
196,2023-01-09 03:00:00,3477.1,2980.1,1489.1,167.4,64.8,46.4,0.0,7893.3,7846.9,35.9,21.6,57.28
197,2023-01-09 04:00:00,3388.7,2979.5,1476.6,238.0,45.3,46.0,0.0,7424.4,7378.4,36.8,23.7,118.47
198,2023-01-09 05:00:00,2056.0,2979.7,1558.7,356.0,320.4,46.3,0.0,7882.0,7835.7,37.3,24.9,136.67
199,2023-01-09 06:00:00,801.1,2981.6,1694.6,867.2,874.0,39.2,0.0,8988.9,8949.7,40.3,28.9,162.31
